"";"";"";"";"";"";"";"";"Distance moved";"Distance moved";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Rotation";"Rotation";"Rotation";"Rotation 2";"Rotation 3";"Velocity";
"Trial    56";"Arena 2";"814";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 3";0.00114934;3552.23;468.502;0.567233;898.765;1.25604;0.0698905;431.498;0.066733;897.865;1.15683;0.0895603;10;30.1635;892.993;11;5;3.94985;
"Trial    57";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 4";0.00110876;3496.09;494.862;1.03437;897.831;1.21588;0.0980793;405.172;0.033366;895.395;0.995508;0.0889409;2;33.0664;770.003;8;0;3.88469;
"Trial    57";"Arena 2";"814";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 4";0.0012131;3297;407.975;1.56823;899.766;1.17912;0.0833997;492.059;0.033366;899.333;1.42214;0.131602;6;63.5636;856.924;7;4;3.71541;
"Trial    58";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 5";0.00158502;4961.02;609.943;0.033366;898.465;1.87675;0.126197;290.09;2.2022;898.699;0.892585;0.102286;11;29.296;652.319;12;5;5.51204;
"Trial    58";"Arena 2";"814";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 5";0.00131656;3926.68;450.617;1.4014;897.698;1.43967;0.0879673;449.416;0.033366;897.564;1.43583;0.189775;7;42.4424;813.046;9;4;4.3727;
"Trial    59";"Arena 1";"816";"CTZ";"WT control, no infection";"11/16/15";"";"Baseline";0.00223695;8770.1;801.768;0.033366;898.732;3.9496;0.340078;98.2649;35.0684;898.165;0.48646;0.0380088;19;20.4204;876.009;22;16;9.7442;
"Trial    59";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Baseline";0.00203746;7372.1;773.14;0.033366;898.866;2.90654;0.20507;126.894;0.1001;899.299;0.477043;0.030088;13;28.9957;847.714;20;10;8.19092;
"Trial    60";"Arena 1";"816";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 1";0.000414609;2281.02;698.732;0.033366;894.127;1.12156;0.0549856;201.301;0.066733;894.094;0.323636;0.0194986;0;"-";"-";0;1;2.53437;
"Trial    60";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 1";0.00227574;8115.31;744.244;0.3003;897.064;2.98893;0.254358;155.789;0.033366;896.897;0.625659;0.0705532;16;139.606;838.939;20;10;9.01668;
"Trial    61";"Arena 1";"816";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 2";0.000651132;2122.49;253.954;21.8886;897.664;1.0199;0.0905206;646.079;0.033366;896.53;2.5947;0.379399;3;632.499;779.98;7;1;2.35824;
"Trial    61";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 2";0.0019156;5861.06;627.895;2.96964;896.163;1.65671;0.104708;272.139;0.033366;896.029;0.718044;0.0463868;6;325.025;734.935;18;2;6.51398;
"Trial    62";"Arena 1";"816";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 3";0.00154772;5196.43;617.451;0.033366;896.23;2.00471;0.147109;282.583;0.8008;896.163;0.920464;0.0749522;17;43.9106;898.632;14;9;5.79314;
"Trial    62";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 3";0.00248484;7960.03;746.647;0.133466;899.7;2.65711;0.18685;153.387;0.033366;899.466;0.54586;0.0341449;16;55.2219;757.591;27;10;9.1169;
"Trial    63";"Arena 1";"816";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 4";0.00139711;4182.54;492.626;0.5005;895.629;1.65867;0.113128;407.407;0.033366;895.996;1.36714;0.205302;9;543.177;714.715;9;3;4.64709;
"Trial    63";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 4";0.00191645;5940.31;654.454;0.033366;897.965;1.86454;0.103193;245.579;5.8058;899.933;0.699655;0.0412585;12;45.679;894.428;17;8;6.60942;
"Trial    64";"Arena 1";"816";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 5";0.00148388;4555.05;553.32;0.033366;899.666;1.55865;0.102516;346.68;5.87254;898.565;0.979322;0.0822817;13;41.8085;870.47;12;8;5.06117;
"Trial    64";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 5";0.00199077;6003.56;652.619;0.033366;899.199;1.68201;0.0899825;247.381;1.66833;899.533;0.637579;0.0366343;9;60.694;796.029;20;5;6.68674;
"Trial    65";"Arena 1";"818";"Saline";"A2A-Cre with infection";"11/18/15";"";"Baseline";0.00240048;8664.86;835.202;0.033366;892.259;6.90249;1.02255;64.8315;56.3897;891.825;0.540263;0.0960395;16;85.1518;890.757;20;11;9.62727;
"Trial    65";"Arena 2";"814";"Saline";"WT control, no infection";"11/18/15";"";"Baseline";0.00207032;7472.47;841.074;0.033366;889.723;4.62129;0.452219;58.959;1.16783;889.656;0.32574;0.0252605;18;29.3961;832.533;16;14;8.44265;
"Trial    66";"Arena 1";"818";"Saline";"A2A-Cre with infection";"11/18/15";"";"Post Injection 1";0.0020922;7252.86;842.175;0.033366;898.365;4.75805;0.473521;57.8579;10.5772;897.998;0.328738;0.0251124;11;68.9022;559.993;15;4;8.05844;
"Trial    66";"Arena 2";"814";"Saline";"WT control, no infection";"11/18/15";"";"Post Injection 1";0.00134187;4649.41;738.906;0.033366;892.292;2.17966;0.183588;161.128;0.5005;892.192;0.476709;0.0273465;6;51.3847;640.674;11;5;5.16582;
"Trial    67";"Arena 1";"818";"Saline";"A2A-Cre with infection";"11/18/15";"";"Post Injection 2";0.00185711;6718.76;795.028;0.033366;880.681;3.44168;0.348405;105.005;24.1575;880.414;0.456544;0.0366495;12;11.8452;880.981;18;4;7.46501;
"Trial    67";"Arena 2";"814";"Saline";"WT control, no infection";"11/18/15";"";"Post Injection 2";0.00166072;5129.49;742.109;0.033366;899.6;2.15104;0.170994;157.925;1.7017;899.066;0.459083;0.0241568;14;19.9867;874.208;15;12;5.81367;
"Trial    68";"Arena 1";"818";"Saline";"A2A-Cre with infection";"11/18/15";"";"Post Injection 3";0.00217964;8099.49;856.123;0.033366;896.53;6.15916;0.859516;43.9106;77.3106;896.43;0.318193;0.0313525;15;5.27194;872.973;24;12;9.00945;
"Trial    68";"Arena 2";"814";"Saline";"WT control, no infection";"11/18/15";"";"Post Injection 3";0.00145032;4140.61;720.554;0.033366;898.432;1.90623;0.181954;179.479;3.53687;899.867;0.474813;0.0276854;8;58.2583;839.606;8;5;4.8297;
"Trial    69";"Arena 1";"818";"Saline";"A2A-Cre with infection";"11/18/15";"";"Post Injection 4";0.00187967;6354.09;802.102;0.033366;892.092;3.67937;0.414482;97.9313;6.20621;891.625;0.451296;0.0362026;16;39.5395;860.827;8;9;7.05984;
"Trial    69";"Arena 2";"814";"Saline";"WT control, no infection";"11/18/15";"";"Post Injection 4";0.00147408;4794.64;783.116;0.033366;894.061;3.08314;0.370178;116.917;2.93627;893.827;0.462122;0.0300445;13;159.927;877.911;9;5;5.49904;
"Trial    70";"Arena 1";"818";"Saline";"A2A-Cre with infection";"11/18/15";"";"Post Injection 5";0.00216011;8201.96;843.777;0.066733;857.824;6.75022;0.773334;56.2563;0.033366;857.724;0.45005;0.0603888;14;65.4321;891.959;20;8;9.11633;
"Trial    70";"Arena 2";"814";"Saline";"WT control, no infection";"11/18/15";"";"Post Injection 5";0.00180516;5655.97;769.803;0.033366;899.399;2.5406;0.239171;130.23;2.53587;899.233;0.431226;0.0390079;9;92.2589;823.524;16;4;6.37637;
"Trial    71";"Arena 1";"816";"Saline";"WT control, no infection";"11/18/15";"";"Baseline";0.00247604;9746.19;850.951;0.033366;896.897;5.95071;0.665964;49.0824;13.3467;896.53;0.345651;0.0287422;17;36.9703;821.421;20;11;10.8287;
"Trial    71";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/18/15";"";"Baseline";0.00205802;8094.6;864.198;0.033366;879.88;6.64767;0.694664;35.8358;11.2446;879.68;0.277797;0.0185916;11;84.4511;858.258;19;10;8.99634;
"Trial    72";"Arena 1";"816";"Saline";"WT control, no infection";"11/18/15";"";"Post Injection 1";0.00213985;7260.36;730.597;3.33667;899.666;3.019;0.355904;169.436;0.033366;899.466;0.700149;0.054571;12;20.8208;891.124;14;11;8.06677;
"Trial    72";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/18/15";"";"Post Injection 1";0.00231422;8256.67;828.896;0.033366;898.999;4.6307;0.442673;71.1378;4.63797;898.699;0.399651;0.0332829;11;123.056;891.225;30;7;9.18293;
"Trial    73";"Arena 1";"816";"Saline";"WT control, no infection";"11/18/15";"";"Post Injection 2";0.00238302;8332.88;793.36;0.033366;899.867;4.50773;0.594775;106.64;54.2543;899.7;0.609371;0.0610712;23;13.7471;840.908;19;14;9.44791;
"Trial    73";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/18/15";"";"Post Injection 2";0.00197722;5747.16;755.088;0.033366;897.631;2.254;0.200025;144.912;0.066733;899.8;0.432572;0.0265059;11;63.7638;741.508;21;7;6.51939;
"Trial    74";"Arena 1";"816";"Saline";"WT control, no infection";"11/18/15";"";"Post Injection 3";0.00214449;7521.09;777.344;0.033366;891.592;3.43958;0.333241;122.689;3.37004;891.525;0.545286;0.060943;13;11.7451;862.563;24;12;8.36794;
"Trial    74";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/18/15";"";"Post Injection 3";0.00196509;6265.87;798.632;0.033366;897.097;3.16917;0.329819;101.401;8.57524;896.797;0.40399;0.0253747;18;14.5479;792.459;14;15;7.20101;
"Trial    75";"Arena 1";"816";"Saline";"WT control, no infection";"11/18/15";"";"Post Injection 4";0.00227433;7846.56;833.534;0.033366;877.744;4.10608;0.510907;66.4998;0.867534;877.711;0.329207;0.0322039;16;15.7491;871.805;18;9;8.74011;
"Trial    75";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/18/15";"";"Post Injection 4";0.00192613;5517.54;730.697;0.066733;897.931;2.18119;0.195917;169.303;4.3043;899.766;0.505381;0.0467274;11;14.5145;839.173;19;8;6.26129;
"Trial    76";"Arena 1";"816";"CTZ";"WT control, no infection";"11/20/15";"";"Baseline";0.00256493;9430.22;806.039;0.033366;898.098;3.69743;0.320989;93.994;2.7027;896.997;0.433152;0.0436965;18;22.0554;881.849;25;5;10.4776;
"Trial    76";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Baseline";0.00246507;8050.42;805.405;0.033366;896.73;3.45668;0.277115;94.628;9.80981;899.399;0.406129;0.0264878;14;5.6056;888.455;22;6;9.31728;
"Trial    77";"Arena 1";"816";"CTZ";"WT control, no infection";"11/20/15";"";"Post Injection 1";0.000564122;1502.94;106.206;4.3043;892.059;0.561938;0.0821381;793.827;0.033366;892.226;4.17804;0.621486;0;"-";"-";1;0;1.66987;
"Trial    77";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Post Injection 1";0.00090985;2422.81;310.611;0.033366;899.366;0.844051;0.0725633;589.423;0.066733;899.066;1.60606;0.143249;0;"-";"-";6;3;2.69191;
"Trial    78";"Arena 1";"816";"CTZ";"WT control, no infection";"11/20/15";"";"Post Injection 2";0.000126857;997.255;0.934268;593.794;792.693;0.186854;0.0271072;899.099;0.033366;792.793;149.85;90.2234;0;"-";"-";0;0;1.10802;
"Trial    78";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Post Injection 2";0.000884271;2437.28;300.934;18.3183;898.866;1.01325;0.0731387;599.099;0.033366;898.332;2.01717;0.230095;3;473.674;608.876;3;4;2.70799;
"Trial    79";"Arena 1";"816";"CTZ";"WT control, no infection";"11/20/15";"";"Post Injection 3";0.000883236;2709.8;348.615;54.9883;896.029;1.25401;0.0900715;551.418;0.033366;895.729;1.98352;0.319618;5;272.139;802.336;7;4;3.01078;
"Trial    79";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Post Injection 3";0.00158644;4443.25;519.019;6.53987;898.866;1.39147;0.0982233;381.014;0.033366;899.099;1.01875;0.0837531;5;291.191;587.754;15;8;4.95642;
"Trial    80";"Arena 1";"816";"CTZ";"WT control, no infection";"11/20/15";"";"Post Injection 4";0.000697379;2009.43;215.516;0.033366;886.72;0.962123;0.103832;684.518;3.4034;886.854;3.05588;0.514989;4;352.085;548.048;2;4;2.23262;
"Trial    80";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Post Injection 4";0.00153855;3802.59;456.156;0.033366;899.199;1.44811;0.120063;443.877;2.002;896.997;1.41362;0.136622;8;152.686;523.29;6;5;4.39166;
"Trial    81";"Arena 1";"816";"CTZ";"WT control, no infection";"11/20/15";"";"Post Injection 5";0.000992268;3125.16;406.373;0.033366;897.865;1.31512;0.101483;493.66;0.066733;897.998;1.59761;0.194894;6;255.289;888.522;10;1;3.47227;
"Trial    81";"Arena 2";"813";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Post Injection 5";0.00182032;5199.18;644.478;0.166833;898.432;1.81543;0.131113;255.556;0.033366;898.131;0.719875;0.0601466;8;96.3964;679.213;20;10;6.00854;
"Trial    82";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Baseline";0.00255087;8461.11;785.986;0.133466;879.746;3.69008;0.316791;114.047;0.033366;879.58;0.535434;0.0453757;10;58.5919;894.061;20;4;9.40089;
"Trial    82";"Arena 2";"814";"CTZ";"WT control, no infection";"11/20/15";"";"Baseline";0.00174585;5826.23;728.562;0.033366;899.032;2.38092;0.179311;171.471;4.03737;898.999;0.562202;0.0537981;5;69.2025;853.287;14;4;6.68449;
"Trial    83";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Post Injection 1";0.000365808;1548.4;163.997;0.433767;864.865;0.55218;0.0608249;736.036;0.033366;865.199;2.46992;0.258566;2;432.666;572.339;0;0;1.72038;
"Trial    83";"Arena 2";"814";"CTZ";"WT control, no infection";"11/20/15";"";"Post Injection 1";0.000143434;889.382;34.6346;2.76944;899.967;0.444034;0.0442158;865.399;0.033366;898.165;11.0949;4.41145;0;"-";"-";0;1;0.988165;
"Trial    84";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/20/15";"818";"Post Injection 2";0.00156686;5515.69;726.86;0.467133;895.996;2.17623;0.148395;173.173;0.033366;895.395;0.518483;0.034133;4;79.7464;628.362;12;5;6.12991;
"Trial    84";"Arena 2";"814";"CTZ";"WT control, no infection";"11/20/15";"814";"Post Injection 2";0.00126588;4223.16;594.261;0.033366;895.195;1.33242;0.0795382;305.772;0.367033;899.867;0.685588;0.0332701;6;108.709;759.493;6;5;4.69344;
"Trial    85";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Post Injection 3";0.0017997;6030.55;696.163;0.867534;896.663;2.18919;0.134755;203.871;0.033366;896.263;0.641102;0.0481144;12;36.9703;877.177;9;3;6.70036;
"Trial    85";"Arena 2";"814";"CTZ";"WT control, no infection";"11/20/15";"";"Post Injection 3";0.00138686;3224.77;541.975;2.33567;898.265;1.60348;0.303139;358.058;0.033366;899.633;1.05622;0.0718656;12;49.3827;725.959;6;4;4.1851;
"Trial    86";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Post Injection 4";0.00179447;6005.07;667.267;0.033366;896.597;2.15248;0.165562;232.766;5.005;896.363;0.753288;0.0763825;8;24.7915;866.767;16;4;6.67576;
"Trial    86";"Arena 2";"814";"CTZ";"WT control, no infection";"11/20/15";"";"Post Injection 4";0.00686615;4783.17;534.268;0.066733;899.666;1.3127;0.14614;365.732;0.1001;899.533;0.900819;0.0631531;17;85.7191;882.316;8;6;5.61634;
"Trial    87";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/20/15";"";"Post Injection 5";0.00176524;5276.4;570.604;1.83517;891.391;2.1212;0.164286;329.429;0.033366;891.124;1.22464;0.184815;8;48.5485;892.659;13;6;5.86658;
"Trial    87";"Arena 2";"814";"CTZ";"WT control, no infection";"11/20/15";"";"Post Injection 5";0.00623561;3868.43;588.956;1.66833;899.099;1.44352;0.199526;311.078;0.033366;898.165;0.762445;0.0413904;7;40.8742;680.747;24;8;4.92197;
"Trial    88";"Arena 1";"816";"Saline";"WT control, no infection";"11/24/15";"";"Baseline";0.0023651;8716.27;754.521;0.033366;889.99;3.17026;0.261935;145.512;24.5245;889.756;0.613975;0.076182;11;20.9209;829.196;23;7;9.68439;
"Trial    88";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/24/15";"";"Baseline";0.00272426;8854.05;762.162;0.033366;897.13;2.61911;0.226473;137.871;2.66934;896.63;0.475418;0.0271786;24;36.4698;897.364;13;14;10.0361;
"Trial    90";"Arena 1";"816";"Saline";"WT control, no infection";"11/24/15";"";"Post Injection 1";0.00176406;5967.3;663.163;0.2002;899.9;2.0405;0.138483;236.87;0.033366;899.6;0.728831;0.0831362;10;229.897;868.769;19;11;6.63008;
"Trial    90";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/24/15";"";"Post Injection 1";0.0183165;10575.9;725.959;0.033366;898.365;2.28289;0.166127;174.074;9.30931;898.165;0.54913;0.0356678;17;96.1962;871.905;22;4;11.7506;
"Trial    91";"Arena 1";"816";"Saline";"WT control, no infection";"11/24/15";"";"Post Injection 2";0.00206692;7377.92;705.038;0.033366;897.631;2.23113;0.152733;194.995;1.16783;897.598;0.619032;0.0543266;15;181.481;887.287;15;7;8.19739;
"Trial    91";"Arena 2";"813";"Saline";"WT control, no infection";"11/24/15";"";"Post Injection 2";0.00682347;8267.75;717.184;0.033366;899.399;2.23422;0.157286;182.85;2.13547;899.299;0.571405;0.0385147;20;113.647;890.057;19;17;9.18605;
"Trial    92";"Arena 1";"816";"Saline";"WT control, no infection";"11/24/15";"";"Post Injection 3";0.00180129;5629.88;589.289;15.0817;892.092;1.61449;0.106855;310.711;0.033366;891.825;0.851262;0.0715388;10;34.7014;823.824;16;6;6.25543;
"Trial    92";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/24/15";"";"Post Injection 3";0.00658142;5607.09;669.436;0.1001;898.999;1.79473;0.120061;230.564;0.033366;898.866;0.618134;0.0377938;17;174.675;865.265;8;10;6.2301;
"Trial    93";"Arena 1";"816";"Saline";"WT control, no infection";"11/24/15";"";"Post Injection 4";0.00470365;6733.16;690.624;0.066733;897.231;2.10556;0.13403;209.409;0.033366;896.964;0.638443;0.0561166;18;22.022;880.113;8;10;7.48102;
"Trial    93";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/24/15";"";"Post Injection 4";0.0109645;8564.78;706.406;0.8008;894.962;2.06552;0.129777;193.627;0.033366;894.494;0.566161;0.0338361;23;23.0898;882.95;23;14;9.51607;
"Trial    94";"Arena 1";"816";"Saline";"WT control, no infection";"11/24/15";"";"Post Injection 5";0.00170174;5148.2;543.043;0.166833;892.526;1.76887;0.112619;356.99;0.033366;892.826;1.15906;0.142111;8;27.294;786.32;10;6;5.72001;
"Trial    94";"Arena 2";"813";"Saline";"A2A-Cre with infection";"11/24/15";"";"Post Injection 5";0.0105084;6870.79;567.568;0.033366;896.63;1.55925;0.0960842;332.466;0.4004;896.296;0.915884;0.0756935;18;81.6483;849.149;14;18;7.63393;
"Trial    95";"Arena 1";"818";"Saline";"A2A-Cre with infection";"11/24/15";"";"Baseline";0.00293009;10127.3;808.509;0.033366;896.83;3.72585;0.287918;91.5249;10.5105;896.663;0.423726;0.0520831;21;13.6136;899.967;15;18;11.2522;
"Trial    95";"Arena 2";"814";"Saline";"WT control, no infection";"11/24/15";"";"Baseline";0.00189116;6000.87;727.661;0.066733;897.931;2.21848;0.164424;172.372;0.033366;898.966;0.523928;0.0294381;9;46.7801;839.606;27;1;6.93717;
"Trial    96";"Arena 1";"818";"Saline";"A2A-Cre with infection";"11/24/15";"";"Post Injection 1";0.00291749;8598.16;760.727;0.066733;896.997;3.36605;0.279864;139.306;0.033366;897.364;0.613683;0.0565025;15;32.2322;855.822;14;14;9.55422;
"Trial    96";"Arena 2";"814";"Saline";"WT control, no infection";"11/24/15";"";"Post Injection 1";0.00360417;5181.12;646.747;0.3003;899.366;2.02742;0.153457;253.287;0.033366;899.933;0.791521;0.0822266;6;232.266;748.215;19;4;5.96009;
"Trial    98";"Arena 1";"814";"CTZLOW";"WT control, no infection";"12/2/15";"";"Baseline";0.00278702;7847.29;787.754;0.033366;899.032;3.1014;0.228625;112.279;3.3033;898.832;0.44379;0.0329016;12;12.2789;800.834;22;6;8.81695;
"Trial    98";"Arena 2";"818";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Baseline";0.00946223;9872.93;775.209;0.066733;890.791;3.43013;0.308318;124.825;0.033366;892.392;0.549889;0.0546993;24;25.2586;881.615;29;14;10.9781;
"Trial    99";"Arena 1";"814";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 1";0.000937883;3247.13;518.652;0.033366;898.098;1.22613;0.0812457;381.348;1.5015;899.533;0.901532;0.0778619;1;610.577;610.577;6;0;3.60792;
"Trial    99";"Arena 2";"818";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 1";0.00571813;7441.77;732.232;0.033366;893.327;2.62449;0.219617;167.768;12.379;892.793;0.603481;0.051685;13;24.1909;815.582;16;13;8.26864;
"Trial   100";"Arena 1";"814";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 2";0.00226928;4517.01;583.35;0.033366;899.433;1.50348;0.0857603;316.683;0.066733;899.132;0.818303;0.0495376;5;131.431;517.317;13;1;5.01909;
"Trial   100";"Arena 2";"818";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 2";0.0210667;15165.4;686.62;1.73507;895.696;2.83727;0.283535;213.413;0.033366;897.931;0.878245;0.0869091;51;42.3423;858.525;31;19;16.8498;
"Trial   101";"Arena 1";"814";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 3";0.00163592;5620.7;607.808;3.13647;899.132;2.13266;0.189292;292.192;0.033366;898.966;1.02524;0.0874838;8;140.04;612.679;19;4;6.34927;
"Trial   101";"Arena 2";"818";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 3";0.00897806;7933.96;737.771;0.266933;899.533;2.7224;0.230708;162.196;0.066733;899.032;0.598507;0.0680153;26;126.727;818.118;35;13;9.15281;
"Trial   102";"Arena 1";"814";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 4";0.00153665;5504.13;601.068;0.033366;898.899;1.80501;0.125564;298.932;1.06773;898.465;0.900398;0.0684045;7;143.21;848.248;12;9;6.1157;
"Trial   102";"Arena 2";"818";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 4";0.00677467;8267.98;740.44;0.5005;898.932;2.83694;0.271007;159.56;0.033366;899.8;0.609006;0.0419867;25;103.37;876.443;24;13;9.19277;
"Trial   103";"Arena 1";"814";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 5";0.00145597;4262.32;505.973;0.033366;896.23;1.5426;0.142029;394.061;0.567233;896.43;1.2014;0.116468;7;118.051;885.185;10;2;4.85765;
"Trial   103";"Arena 2";"818";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 5";0.00507458;5940.24;668.835;0.934267;898.198;2.05796;0.170677;231.198;0.033366;894.494;0.711378;0.0699705;17;65.3654;797.898;12;6;6.6015;
"Trial   104";"Arena 1";"813";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Baseline";0.00241401;8033.65;791.158;0.033366;899.066;3.28281;0.240858;108.876;9.60961;898.498;0.453648;0.0338386;17;76.8435;854.821;22;15;9.0108;
"Trial   104";"Arena 2";"816";"CTZLOW";"WT control, no infection";"12/2/15";"";"Baseline";0.0169486;12377.5;752.352;0.033366;897.464;2.68697;0.177289;147.681;12.9129;900.033;0.527432;0.0553679;41;48.8488;889.69;42;18;13.8794;
"Trial   105";"Arena 1";"813";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 1";0.000160781;1150.42;54.9216;0.066733;806.006;0.429075;0.0347023;845.112;0.033366;806.073;6.55125;1.50099;0;"-";"-";0;0;1.2782;
"Trial   105";"Arena 2";"816";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 1";0.00119226;3823.06;537.804;0.033366;897.431;1.18983;0.084677;362.229;1.1011;897.397;0.803168;0.0544196;5;244.244;866.166;6;3;4.248;
"Trial   106";"Arena 1";"813";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 2";0.00111834;3245.56;390.891;26.2596;900;1.32505;0.11619;509.142;0.033366;898.932;1.72591;0.175405;7;516.116;886.253;7;2;3.60604;
"Trial   106";"Arena 2";"816";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 2";0.00704088;5874.69;588.655;0.867534;899.867;1.43225;0.10392;311.378;0.033366;899.666;0.757611;0.0534796;22;65.6657;864.131;8;10;6.54855;
"Trial   107";"Arena 1";"813";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 3";0.00184374;6560.58;726.627;0.066733;888.856;2.66164;0.193437;173.373;2.03537;888.622;0.637402;0.0471885;10;31.2312;810.143;24;6;7.28927;
"Trial   107";"Arena 2";"816";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 3";0.0265635;15453.3;670.871;0.033366;888.121;2.05789;0.15355;229.162;1.2012;887.387;0.705115;0.0697563;36;11.7451;895.796;33;35;17.2921;
"Trial   108";"Arena 1";"813";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 4";0.00207597;6748.49;723.724;0.967634;895.896;2.25459;0.155335;176.31;0.033366;895.429;0.549251;0.0364272;12;75.4421;852.653;20;5;7.51811;
"Trial   108";"Arena 2";"816";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 4";0.017493;7886.5;495.863;1.56823;898.699;1.14254;0.109313;404.171;0.033366;898.098;0.931269;0.0627756;17;9.67634;887.754;23;7;8.97846;
"Trial   109";"Arena 1";"813";"CTZLOW";"A2A-Cre with infection";"12/2/15";"";"Post Injection 5";0.00218075;6886.19;740.374;0.1001;896.864;2.25038;0.144971;159.66;0.033366;898.799;0.483817;0.0326532;16;19.2526;808.509;19;12;7.84891;
"Trial   109";"Arena 2";"816";"CTZLOW";"WT control, no infection";"12/2/15";"";"Post Injection 5";0.00198561;5857.84;689.79;0.233566;898.365;2.0052;0.179158;210.244;0.033366;898.031;0.611173;0.0589645;16;19.9199;862.429;13;9;6.64797;
"Trial   110";"Arena 1";"814";"SALLOW";"WT control, no infection";"12/3/15";"";"Baseline";0.00192465;7091.47;719.019;0.033366;896.697;2.68291;0.229775;181.014;1.13447;896.43;0.677956;0.106388;18;43.677;889.756;14;5;8.06663;
"Trial   110";"Arena 2";"818";"SALLOW";"A2A-Cre with infection";"12/3/15";"";"Baseline";0.00289773;8612.2;753.52;0.033366;896.763;3.07559;0.255059;146.513;2.76944;899.9;0.598013;0.0472719;20;62.0287;847.648;20;18;9.692;
"Trial   111";"Arena 1";"814";"SALLOW";"WT control, no infection";"12/3/15";"";"Post Injection 1";0.00165238;5238.64;590.19;0.033366;899.833;1.85013;0.119735;309.81;6.17284;899.266;0.974245;0.11963;11;86.7201;892.259;11;0;5.82072;
"Trial   111";"Arena 2";"818";"SALLOW";"A2A-Cre with infection";"12/3/15";"";"Post Injection 1";0.00254521;8039.21;748.482;0.033366;897.965;2.94678;0.234672;151.518;0.066733;899.466;0.596528;0.0590979;22;90.624;843.977;20;17;9.07067;
